7111	Unclassified
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Herbaspirillum	s__Herbaspirillum_frisingense
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Comamonas
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Comamonas	s__Comamonas_aquatica
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__Turicimonas
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__Turicimonas	s__Turicimonas_muris
0	k__Bacteria	p__Bacteroidota
0	k__Bacteria	p__Bacteroidota	c__Flavobacteriia
0	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales
0	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae
1	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium
0	k__Bacteria	p__Bacteroidota	c__Sphingobacteriia
0	k__Bacteria	p__Bacteroidota	c__Sphingobacteriia	o__Sphingobacteriales
0	k__Bacteria	p__Bacteroidota	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae
0	k__Bacteria	p__Bacteroidota	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter
1	k__Bacteria	p__Bacteroidota	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__Pedobacter_sp._SL55
0	k__Bacteria	p__Bacteroidota	c__Chitinophagia
0	k__Bacteria	p__Bacteroidota	c__Chitinophagia	o__Chitinophagales
0	k__Bacteria	p__Bacteroidota	c__Chitinophagia	o__Chitinophagales	f__Chitinophagaceae
0	k__Bacteria	p__Bacteroidota	c__Chitinophagia	o__Chitinophagales	f__Chitinophagaceae	g__Panacibacter
1	k__Bacteria	p__Bacteroidota	c__Chitinophagia	o__Chitinophagales	f__Chitinophagaceae	g__Panacibacter	s__Panacibacter_ginsenosidivorans
0	k__Bacteria	p__Campylobacterota
0	k__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria
0	k__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales
0	k__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae
0	k__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter
1	k__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter	s__Helicobacter_cinaedi
0	k__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Campylobacteraceae
1	k__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter
0	k__Archaea
0	k__Archaea	p__Euryarchaeota
0	k__Archaea	p__Euryarchaeota	c__Methanococci
0	k__Archaea	p__Euryarchaeota	c__Methanococci	o__Methanococcales
0	k__Archaea	p__Euryarchaeota	c__Methanococci	o__Methanococcales	f__Methanocaldococcaceae
0	k__Archaea	p__Euryarchaeota	c__Methanococci	o__Methanococcales	f__Methanocaldococcaceae	g__Methanocaldococcus
7	k__Archaea	p__Euryarchaeota	c__Methanococci	o__Methanococcales	f__Methanocaldococcaceae	g__Methanocaldococcus	s__Methanocaldococcus_sp._FS406-22
1	k__Archaea	p__Euryarchaeota	c__Methanococci	o__Methanococcales	f__Methanocaldococcaceae	g__Methanocaldococcus	s__Methanocaldococcus_jannaschii
1	k__Archaea	p__Euryarchaeota	c__Methanococci	o__Methanococcales	f__Methanocaldococcaceae	g__Methanocaldococcus	s__Methanocaldococcus_fervens
0	k__Viruses
0	k__Viruses	p__Uroviricota
0	k__Viruses	p__Uroviricota	c__Caudoviricetes
0	k__Viruses	p__Uroviricota	c__Caudoviricetes	f__Rountreeviridae
0	k__Viruses	p__Uroviricota	c__Caudoviricetes	f__Rountreeviridae	g__Rosenblumvirus
3	k__Viruses	p__Uroviricota	c__Caudoviricetes	f__Rountreeviridae	g__Rosenblumvirus	s__Rosenblumvirus_CSA13
0	k__Viruses	p__Kitrinoviricota
0	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes
0	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Martellivirales
0	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Martellivirales	f__Bromoviridae
0	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Martellivirales	f__Bromoviridae	g__Ilarvirus
1	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Martellivirales	f__Bromoviridae	g__Ilarvirus	s__Humulus_japonicus_latent_virus
